"seasonid","baseline","threshold","percent_pni","percent_complete","number_influenza","number_pneumonia","all_deaths","total_pni","weeknumber","geo_description","age_label","week_start","week_end","year_week_num","mmwrid","coverage_area","region_name","callout"
"54",0.069,0.074,0.065,1,18,3233,50361,3251,"46","National","All",2014-11-09,2014-11-15,46,"2759","national","national","Normal levels"
"54",0.071,0.075,0.065,1,31,3379,52469,3410,"47","National","All",2014-11-16,2014-11-22,47,"2760","national","national","Normal levels"
"54",0.072,0.076,0.067,1,46,3412,51762,3458,"48","National","All",2014-11-23,2014-11-29,48,"2761","national","national","Normal levels"
"54",0.073,0.078,0.07,1,83,3619,52727,3702,"49","National","All",2014-11-30,2014-12-06,49,"2762","national","national","Normal levels"
"54",0.075,0.079,0.074,1,169,3785,53554,3954,"50","National","All",2014-12-07,2014-12-13,50,"2763","national","national","Normal levels"
"54",0.076,0.08,0.081,1,312,4098,54622,4410,"51","National","All",2014-12-14,2014-12-20,51,"2764","national","national","At or Above Threshold"
"54",0.077,0.081,0.085,1,512,4264,56028,4776,"52","National","All",2014-12-21,2014-12-27,52,"2765","national","national","At or Above Threshold"
"54",0.078,0.082,0.102,1,1014,5034,59342,6048,"53","National","All",2014-12-28,2015-01-03,53,"2766","national","national","At or Above Threshold"
"54",0.079,0.083,0.108,1,1099,5576,61737,6675,"1","National","All",2015-01-04,2015-01-10,1,"2767","national","national","At or Above Threshold"
"54",0.08,0.084,0.107,1,981,5589,61141,6570,"2","National","All",2015-01-11,2015-01-17,2,"2768","national","national","At or Above Threshold"
"54",0.081,0.085,0.101,1,710,5183,58628,5893,"3","National","All",2015-01-18,2015-01-24,3,"2769","national","national","At or Above Threshold"
"54",0.081,0.085,0.095,1,585,4856,57269,5441,"4","National","All",2015-01-25,2015-01-31,4,"2770","national","national","At or Above Threshold"
"54",0.081,0.085,0.091,1,482,4733,57284,5215,"5","National","All",2015-02-01,2015-02-07,5,"2771","national","national","At or Above Threshold"
"54",0.082,0.086,0.088,1,405,4569,56420,4974,"6","National","All",2015-02-08,2015-02-14,6,"2772","national","national","At or Above Threshold"
"54",0.082,0.086,0.084,1,282,4478,56348,4760,"7","National","All",2015-02-15,2015-02-21,7,"2773","national","national","Normal levels"
"54",0.081,0.086,0.085,1,221,4498,55668,4719,"8","National","All",2015-02-22,2015-02-28,8,"2774","national","national","Normal levels"
"54",0.081,0.085,0.084,1,189,4494,55732,4683,"9","National","All",2015-03-01,2015-03-07,9,"2775","national","national","Normal levels"
"54",0.081,0.085,0.083,1,156,4418,55272,4574,"10","National","All",2015-03-08,2015-03-14,10,"2776","national","national","Normal levels"
"54",0.08,0.084,0.08,1,139,4179,54262,4318,"11","National","All",2015-03-15,2015-03-21,11,"2777","national","national","Normal levels"
"54",0.079,0.083,0.075,1,121,3887,53238,4008,"12","National","All",2015-03-22,2015-03-28,12,"2778","national","national","Normal levels"
"54",0.078,0.082,0.074,1,99,3825,53009,3924,"13","National","All",2015-03-29,2015-04-04,13,"2779","national","national","Normal levels"
"54",0.077,0.081,0.075,1,100,3827,52696,3927,"14","National","All",2015-04-05,2015-04-11,14,"2780","national","national","Normal levels"
"54",0.076,0.08,0.076,1,75,3920,52844,3995,"15","National","All",2015-04-12,2015-04-18,15,"2781","national","national","Normal levels"
"54",0.075,0.079,0.075,1,63,3805,51608,3868,"16","National","All",2015-04-19,2015-04-25,16,"2782","national","national","Normal levels"
"54",0.074,0.078,0.072,1,50,3652,51466,3702,"17","National","All",2015-04-26,2015-05-02,17,"2783","national","national","Normal levels"
"54",0.072,0.076,0.069,1,28,3550,51659,3578,"18","National","All",2015-05-03,2015-05-09,18,"2784","national","national","Normal levels"
"54",0.071,0.075,0.069,1,22,3474,50672,3496,"19","National","All",2015-05-10,2015-05-16,19,"2785","national","national","Normal levels"
"54",0.069,0.073,0.066,1,14,3235,49327,3249,"20","National","All",2015-05-17,2015-05-23,20,"2786","national","national","Normal levels"
"54",0.068,0.072,0.068,1,18,3364,49718,3382,"21","National","All",2015-05-24,2015-05-30,21,"2787","national","national","Normal levels"
"54",0.067,0.071,0.065,1,10,3189,49041,3199,"22","National","All",2015-05-31,2015-06-06,22,"2788","national","national","Normal levels"
"54",0.065,0.069,0.065,1,11,3211,49751,3222,"23","National","All",2015-06-07,2015-06-13,23,"2789","national","national","Normal levels"
"54",0.064,0.068,0.064,1,6,3150,49109,3156,"24","National","All",2015-06-14,2015-06-20,24,"2790","national","national","Normal levels"
"54",0.063,0.067,0.065,1,4,3197,49057,3201,"25","National","All",2015-06-21,2015-06-27,25,"2791","national","national","Normal levels"
"54",0.062,0.066,0.063,1,6,3111,49218,3117,"26","National","All",2015-06-28,2015-07-04,26,"2792","national","national","Normal levels"
"54",0.061,0.065,0.063,1,7,3081,48917,3088,"27","National","All",2015-07-05,2015-07-11,27,"2793","national","national","Normal levels"
"54",0.06,0.064,0.062,1,7,3030,49227,3037,"28","National","All",2015-07-12,2015-07-18,28,"2794","national","national","Normal levels"
"54",0.059,0.063,0.062,1,3,3003,48548,3006,"29","National","All",2015-07-19,2015-07-25,29,"2795","national","national","Normal levels"
"54",0.058,0.062,0.06,1,4,2892,48258,2896,"30","National","All",2015-07-26,2015-08-01,30,"2796","national","national","Normal levels"
"54",0.058,0.062,0.061,1,4,2920,47732,2924,"31","National","All",2015-08-02,2015-08-08,31,"2797","national","national","Normal levels"
"54",0.058,0.062,0.059,1,8,2834,47977,2842,"32","National","All",2015-08-09,2015-08-15,32,"2798","national","national","Normal levels"
"54",0.057,0.061,0.061,1,6,2935,48438,2941,"33","National","All",2015-08-16,2015-08-22,33,"2799","national","national","At or Above Threshold"
"54",0.058,0.062,0.06,1,5,2903,48496,2908,"34","National","All",2015-08-23,2015-08-29,34,"2800","national","national","Normal levels"
"54",0.058,0.062,0.06,1,3,2938,48723,2941,"35","National","All",2015-08-30,2015-09-05,35,"2801","national","national","Normal levels"
"54",0.058,0.062,0.06,1,3,2946,48762,2949,"36","National","All",2015-09-06,2015-09-12,36,"2802","national","national","Normal levels"
"54",0.059,0.063,0.062,1,6,3001,48857,3007,"37","National","All",2015-09-13,2015-09-19,37,"2803","national","national","Normal levels"
"54",0.059,0.063,0.062,1,8,3047,49228,3055,"38","National","All",2015-09-20,2015-09-26,38,"2804","national","national","Normal levels"
"54",0.06,0.064,0.063,1,6,3057,48805,3063,"39","National","All",2015-09-27,2015-10-03,39,"2805","national","national","Normal levels"
"53",0.064,0.068,0.066,0.998,3,3140,47492,3143,"40","National","All",2013-09-29,2013-10-05,40,"2701","national","national","Normal levels"
"53",0.065,0.069,0.067,0.994,12,3135,47304,3147,"41","National","All",2013-10-06,2013-10-12,41,"2702","national","national","Normal levels"
"53",0.066,0.07,0.068,1,11,3216,47602,3227,"42","National","All",2013-10-13,2013-10-19,42,"2703","national","national","Normal levels"
"53",0.067,0.071,0.066,1,11,3151,47746,3162,"43","National","All",2013-10-20,2013-10-26,43,"2704","national","national","Normal levels"
"53",0.068,0.072,0.067,1,12,3271,48777,3283,"44","National","All",2013-10-27,2013-11-02,44,"2705","national","national","Normal levels"
"53",0.069,0.073,0.07,1,17,3429,48939,3446,"45","National","All",2013-11-03,2013-11-09,45,"2706","national","national","Normal levels"
"53",0.07,0.074,0.067,1,15,3320,49409,3335,"46","National","All",2013-11-10,2013-11-16,46,"2707","national","national","Normal levels"
"53",0.071,0.075,0.07,1,28,3430,49591,3458,"47","National","All",2013-11-17,2013-11-23,47,"2708","national","national","Normal levels"
"53",0.073,0.077,0.069,1,33,3385,49288,3418,"48","National","All",2013-11-24,2013-11-30,48,"2709","national","national","Normal levels"
"53",0.074,0.078,0.072,1,42,3594,50812,3636,"49","National","All",2013-12-01,2013-12-07,49,"2710","national","national","Normal levels"
"53",0.075,0.079,0.076,1,68,3856,51848,3924,"50","National","All",2013-12-08,2013-12-14,50,"2711","national","national","Normal levels"
"53",0.076,0.08,0.077,1,107,3917,52548,4024,"51","National","All",2013-12-15,2013-12-21,51,"2712","national","national","Normal levels"
"53",0.077,0.081,0.08,1,207,3942,51954,4149,"52","National","All",2013-12-22,2013-12-28,52,"2713","national","national","Normal levels"
"53",0.078,0.082,0.091,1,350,4490,53277,4840,"1","National","All",2013-12-29,2014-01-04,1,"2714","national","national","At or Above Threshold"
"53",0.079,0.083,0.098,1,459,4987,55620,5446,"2","National","All",2014-01-05,2014-01-11,2,"2715","national","national","At or Above Threshold"
"53",0.079,0.084,0.1,1,474,5004,54580,5478,"3","National","All",2014-01-12,2014-01-18,3,"2716","national","national","At or Above Threshold"
"53",0.08,0.084,0.097,1,442,4783,54085,5225,"4","National","All",2014-01-19,2014-01-25,4,"2717","national","national","At or Above Threshold"
"53",0.08,0.084,0.093,1,385,4623,53955,5008,"5","National","All",2014-01-26,2014-02-01,5,"2718","national","national","At or Above Threshold"
"53",0.081,0.085,0.09,1,315,4475,53397,4790,"6","National","All",2014-02-02,2014-02-08,6,"2719","national","national","At or Above Threshold"
"53",0.081,0.085,0.087,1,271,4385,53815,4656,"7","National","All",2014-02-09,2014-02-15,7,"2720","national","national","At or Above Threshold"
"53",0.081,0.085,0.08,1,209,3989,52642,4198,"8","National","All",2014-02-16,2014-02-22,8,"2721","national","national","Normal levels"
"53",0.081,0.085,0.078,1,161,3868,51674,4029,"9","National","All",2014-02-23,2014-03-01,9,"2722","national","national","Normal levels"
"53",0.08,0.084,0.08,1,125,4048,52058,4173,"10","National","All",2014-03-02,2014-03-08,10,"2723","national","national","Normal levels"
"53",0.08,0.084,0.078,1,93,3941,51782,4034,"11","National","All",2014-03-09,2014-03-15,11,"2724","national","national","Normal levels"
"53",0.079,0.083,0.076,1,74,3833,51385,3907,"12","National","All",2014-03-16,2014-03-22,12,"2725","national","national","Normal levels"
"53",0.079,0.083,0.076,1,65,3795,50858,3860,"13","National","All",2014-03-23,2014-03-29,13,"2726","national","national","Normal levels"
"53",0.078,0.082,0.076,1,55,3808,50749,3863,"14","National","All",2014-03-30,2014-04-05,14,"2727","national","national","Normal levels"
"53",0.077,0.081,0.075,1,72,3717,50532,3789,"15","National","All",2014-04-06,2014-04-12,15,"2728","national","national","Normal levels"
"53",0.076,0.08,0.073,1,53,3577,49736,3630,"16","National","All",2014-04-13,2014-04-19,16,"2729","national","national","Normal levels"
"53",0.075,0.079,0.071,1,54,3476,49747,3530,"17","National","All",2014-04-20,2014-04-26,17,"2730","national","national","Normal levels"
"53",0.073,0.077,0.071,1,53,3483,49590,3536,"18","National","All",2014-04-27,2014-05-03,18,"2731","national","national","Normal levels"
"53",0.072,0.076,0.071,1,39,3512,50321,3551,"19","National","All",2014-05-04,2014-05-10,19,"2732","national","national","Normal levels"
"53",0.071,0.075,0.068,1,27,3222,47931,3249,"20","National","All",2014-05-11,2014-05-17,20,"2733","national","national","Normal levels"
"53",0.07,0.074,0.067,1,24,3242,48598,3266,"21","National","All",2014-05-18,2014-05-24,21,"2734","national","national","Normal levels"
"53",0.068,0.072,0.066,1,15,3140,48163,3155,"22","National","All",2014-05-25,2014-05-31,22,"2735","national","national","Normal levels"
"53",0.067,0.071,0.068,1,20,3218,47750,3238,"23","National","All",2014-06-01,2014-06-07,23,"2736","national","national","Normal levels"
"53",0.066,0.07,0.068,1,15,3214,47715,3229,"24","National","All",2014-06-08,2014-06-14,24,"2737","national","national","Normal levels"
"53",0.065,0.069,0.065,0.999,7,3070,47540,3077,"25","National","All",2014-06-15,2014-06-21,25,"2738","national","national","Normal levels"
"53",0.064,0.068,0.063,0.995,3,2989,47341,2992,"26","National","All",2014-06-22,2014-06-28,26,"2739","national","national","Normal levels"
"53",0.063,0.067,0.063,0.993,6,2989,47240,2995,"27","National","All",2014-06-29,2014-07-05,27,"2740","national","national","Normal levels"
"53",0.062,0.066,0.063,0.994,4,2982,47292,2986,"28","National","All",2014-07-06,2014-07-12,28,"2741","national","national","Normal levels"
"53",0.061,0.065,0.063,0.99,7,2939,47098,2946,"29","National","All",2014-07-13,2014-07-19,29,"2742","national","national","Normal levels"
"53",0.061,0.065,0.063,0.99,3,2983,47122,2986,"30","National","All",2014-07-20,2014-07-26,30,"2743","national","national","Normal levels"
"53",0.06,0.064,0.062,0.986,5,2919,46936,2924,"31","National","All",2014-07-27,2014-08-02,31,"2744","national","national","Normal levels"
"53",0.06,0.064,0.06,0.985,1,2826,46885,2827,"32","National","All",2014-08-03,2014-08-09,32,"2745","national","national","Normal levels"
"53",0.06,0.064,0.062,0.98,5,2864,46646,2869,"33","National","All",2014-08-10,2014-08-16,33,"2746","national","national","Normal levels"
"53",0.06,0.064,0.062,0.98,6,2867,46631,2873,"34","National","All",2014-08-17,2014-08-23,34,"2747","national","national","Normal levels"
"53",0.06,0.064,0.061,0.975,5,2812,46393,2817,"35","National","All",2014-08-24,2014-08-30,35,"2748","national","national","Normal levels"
"53",0.06,0.064,0.063,0.994,1,2960,47288,2961,"36","National","All",2014-08-31,2014-09-06,36,"2749","national","national","Normal levels"
"53",0.06,0.064,0.061,0.984,4,2874,46814,2878,"37","National","All",2014-09-07,2014-09-13,37,"2750","national","national","Normal levels"
"53",0.061,0.065,0.062,1,6,2984,47944,2990,"38","National","All",2014-09-14,2014-09-20,38,"2751","national","national","Normal levels"
"53",0.062,0.066,0.062,1,6,3017,48413,3023,"39","National","All",2014-09-21,2014-09-27,39,"2752","national","national","Normal levels"
