Country,Confirmed,Deaths,Recovered,Date,Population,PercPopConfirmed,PercPopDeaths
Afghanistan,1.0,0.0,0.0,2020-02-24,38928346.0,2.568822215051212e-06,0.0
Afghanistan,1.0,0.0,0.0,2020-02-25,38928346.0,2.568822215051212e-06,0.0
Afghanistan,1.0,0.0,0.0,2020-02-26,38928346.0,2.568822215051212e-06,0.0
Afghanistan,1.0,0.0,0.0,2020-02-27,38928346.0,2.568822215051212e-06,0.0
Afghanistan,1.0,0.0,0.0,2020-02-28,38928346.0,2.568822215051212e-06,0.0
Afghanistan,1.0,0.0,0.0,2020-02-29,38928346.0,2.568822215051212e-06,0.0
Afghanistan,1.0,0.0,0.0,2020-03-01,38928346.0,2.568822215051212e-06,0.0
Afghanistan,1.0,0.0,0.0,2020-03-02,38928346.0,2.568822215051212e-06,0.0
Afghanistan,1.0,0.0,0.0,2020-03-03,38928346.0,2.568822215051212e-06,0.0
Afghanistan,1.0,0.0,0.0,2020-03-04,38928346.0,2.568822215051212e-06,0.0
Afghanistan,1.0,0.0,0.0,2020-03-05,38928346.0,2.568822215051212e-06,0.0
Afghanistan,1.0,0.0,0.0,2020-03-06,38928346.0,2.568822215051212e-06,0.0
Afghanistan,1.0,0.0,0.0,2020-03-07,38928346.0,2.568822215051212e-06,0.0
Afghanistan,4.0,0.0,0.0,2020-03-08,38928346.0,1.0275288860204849e-05,0.0
Afghanistan,4.0,0.0,0.0,2020-03-09,38928346.0,1.0275288860204849e-05,0.0
Afghanistan,5.0,0.0,0.0,2020-03-10,38928346.0,1.2844111075256061e-05,0.0
Afghanistan,7.0,0.0,0.0,2020-03-11,38928346.0,1.7981755505358486e-05,0.0
Afghanistan,7.0,0.0,0.0,2020-03-12,38928346.0,1.7981755505358486e-05,0.0
Afghanistan,7.0,0.0,0.0,2020-03-13,38928346.0,1.7981755505358486e-05,0.0
Afghanistan,11.0,0.0,0.0,2020-03-14,38928346.0,2.8257044365563334e-05,0.0
Afghanistan,16.0,0.0,0.0,2020-03-15,38928346.0,4.1101155440819394e-05,0.0
Afghanistan,21.0,0.0,1.0,2020-03-16,38928346.0,5.394526651607546e-05,0.0
Afghanistan,22.0,0.0,1.0,2020-03-17,38928346.0,5.651408873112667e-05,0.0
Afghanistan,22.0,0.0,1.0,2020-03-18,38928346.0,5.651408873112667e-05,0.0
Afghanistan,22.0,0.0,1.0,2020-03-19,38928346.0,5.651408873112667e-05,0.0
Afghanistan,24.0,0.0,1.0,2020-03-20,38928346.0,6.16517331612291e-05,0.0
Afghanistan,24.0,0.0,1.0,2020-03-21,38928346.0,6.16517331612291e-05,0.0
Afghanistan,40.0,1.0,1.0,2020-03-22,38928346.0,0.00010275288860204849,2.568822215051212e-06
Afghanistan,40.0,1.0,1.0,2020-03-23,38928346.0,0.00010275288860204849,2.568822215051212e-06
Afghanistan,74.0,1.0,1.0,2020-03-24,38928346.0,0.0001900928439137897,2.568822215051212e-06
Afghanistan,84.0,2.0,2.0,2020-03-25,38928346.0,0.00021578106606430183,5.137644430102424e-06
Afghanistan,94.0,4.0,2.0,2020-03-26,38928346.0,0.00024146928821481396,1.0275288860204849e-05
Afghanistan,110.0,4.0,2.0,2020-03-27,38928346.0,0.00028257044365563334,1.0275288860204849e-05
Afghanistan,110.0,4.0,2.0,2020-03-28,38928346.0,0.00028257044365563334,1.0275288860204849e-05
Afghanistan,120.0,4.0,2.0,2020-03-29,38928346.0,0.00030825866580614546,1.0275288860204849e-05
Afghanistan,170.0,4.0,2.0,2020-03-30,38928346.0,0.0004366997765587061,1.0275288860204849e-05
Afghanistan,174.0,4.0,5.0,2020-03-31,38928346.0,0.00044697506541891097,1.0275288860204849e-05
Afghanistan,237.0,4.0,5.0,2020-04-01,38928346.0,0.0006088108649671373,1.0275288860204849e-05
Afghanistan,273.0,6.0,10.0,2020-04-02,38928346.0,0.0007012884647089809,1.5412933290307274e-05
Afghanistan,281.0,6.0,10.0,2020-04-03,38928346.0,0.0007218390424293907,1.5412933290307274e-05
Afghanistan,299.0,7.0,10.0,2020-04-04,38928346.0,0.0007680778423003124,1.7981755505358486e-05
Afghanistan,349.0,7.0,15.0,2020-04-05,38928346.0,0.0008965189530528731,1.7981755505358486e-05
Afghanistan,367.0,11.0,18.0,2020-04-06,38928346.0,0.0009427577529237949,2.8257044365563334e-05
Afghanistan,423.0,14.0,18.0,2020-04-07,38928346.0,0.0010866117969666627,3.596351101071697e-05
Afghanistan,444.0,14.0,29.0,2020-04-08,38928346.0,0.0011405570634827383,3.596351101071697e-05
Afghanistan,484.0,15.0,32.0,2020-04-09,38928346.0,0.0012433099520847868,3.853233322576818e-05
Afghanistan,521.0,15.0,32.0,2020-04-10,38928346.0,0.0013383563740416817,3.853233322576818e-05
Afghanistan,555.0,18.0,32.0,2020-04-11,38928346.0,0.0014256963293534227,4.623879987092182e-05
Afghanistan,607.0,18.0,32.0,2020-04-12,38928346.0,0.001559275084536086,4.623879987092182e-05
Afghanistan,665.0,21.0,32.0,2020-04-13,38928346.0,0.0017082667730090562,5.394526651607546e-05
Afghanistan,714.0,23.0,40.0,2020-04-14,38928346.0,0.0018341390615465656,5.908291094617788e-05
Afghanistan,784.0,25.0,43.0,2020-04-15,38928346.0,0.0020139566166001506,6.42205553762803e-05
Afghanistan,840.0,30.0,54.0,2020-04-16,38928346.0,0.002157810660643018,7.706466645153637e-05
Afghanistan,906.0,30.0,99.0,2020-04-17,38928346.0,0.0023273529268363984,7.706466645153637e-05
Afghanistan,933.0,30.0,112.0,2020-04-18,38928346.0,0.002396711126642781,7.706466645153637e-05
Afghanistan,996.0,33.0,131.0,2020-04-19,38928346.0,0.0025585469261910077,8.477113309669e-05
Afghanistan,1026.0,36.0,135.0,2020-04-20,38928346.0,0.002635611592642544,9.247759974184365e-05
Afghanistan,1092.0,36.0,150.0,2020-04-21,38928346.0,0.0028051538588359237,9.247759974184365e-05
Albania,2.0,0.0,0.0,2020-03-09,2877797.0,6.949760528626585e-05,0.0
Albania,10.0,0.0,0.0,2020-03-10,2877797.0,0.00034748802643132926,0.0
Albania,12.0,1.0,0.0,2020-03-11,2877797.0,0.0004169856317175951,3.474880264313293e-05
Albania,23.0,1.0,0.0,2020-03-12,2877797.0,0.0007992224607920572,3.474880264313293e-05
Albania,33.0,1.0,0.0,2020-03-13,2877797.0,0.0011467104872233864,3.474880264313293e-05
Albania,38.0,1.0,0.0,2020-03-14,2877797.0,0.001320454500439051,3.474880264313293e-05
Albania,42.0,1.0,0.0,2020-03-15,2877797.0,0.0014594497110115828,3.474880264313293e-05
Albania,51.0,1.0,0.0,2020-03-16,2877797.0,0.001772188934799779,3.474880264313293e-05
Albania,55.0,1.0,0.0,2020-03-17,2877797.0,0.0019111841453723108,3.474880264313293e-05
Albania,59.0,2.0,0.0,2020-03-18,2877797.0,0.0020501793559448427,6.949760528626585e-05
Albania,64.0,2.0,0.0,2020-03-19,2877797.0,0.0022239233691605073,6.949760528626585e-05
Albania,70.0,2.0,0.0,2020-03-20,2877797.0,0.0024324161850193047,6.949760528626585e-05
Albania,76.0,2.0,2.0,2020-03-21,2877797.0,0.002640909000878102,6.949760528626585e-05
Albania,89.0,2.0,2.0,2020-03-22,2877797.0,0.00309264343523883,6.949760528626585e-05
Albania,104.0,4.0,2.0,2020-03-23,2877797.0,0.003613875474885824,0.0001389952105725317
Albania,123.0,5.0,10.0,2020-03-24,2877797.0,0.00427410272510535,0.00017374401321566463
Albania,146.0,5.0,17.0,2020-03-25,2877797.0,0.005073325185897407,0.00017374401321566463
Albania,174.0,6.0,17.0,2020-03-26,2877797.0,0.0060462916599051285,0.00020849281585879755
Albania,186.0,8.0,31.0,2020-03-27,2877797.0,0.006463277291622724,0.0002779904211450634
Albania,197.0,10.0,31.0,2020-03-28,2877797.0,0.006845514120697186,0.00034748802643132926
Albania,212.0,10.0,33.0,2020-03-29,2877797.0,0.00736674616034418,0.00034748802643132926
Albania,223.0,11.0,44.0,2020-03-30,2877797.0,0.007748982989418642,0.0003822368290744622
Albania,243.0,15.0,52.0,2020-03-31,2877797.0,0.008443959042281301,0.0005212320396469939
Albania,259.0,15.0,67.0,2020-04-01,2877797.0,0.008999939884571427,0.0005212320396469939
Albania,277.0,16.0,76.0,2020-04-02,2877797.0,0.00962541833214782,0.0005559808422901268
Albania,304.0,17.0,89.0,2020-04-03,2877797.0,0.010563636003512409,0.0005907296449332597
Albania,333.0,20.0,99.0,2020-04-04,2877797.0,0.011571351280163263,0.0006949760528626585
Albania,361.0,20.0,104.0,2020-04-05,2877797.0,0.012544317754170985,0.0006949760528626585
Albania,377.0,21.0,116.0,2020-04-06,2877797.0,0.013100298596461113,0.0007297248555057914
Albania,383.0,22.0,131.0,2020-04-07,2877797.0,0.01330879141231991,0.0007644736581489244
Albania,400.0,22.0,154.0,2020-04-08,2877797.0,0.013899521057253169,0.0007644736581489244
Albania,409.0,23.0,165.0,2020-04-09,2877797.0,0.014212260281041366,0.0007992224607920572
Albania,416.0,23.0,182.0,2020-04-10,2877797.0,0.014455501899543297,0.0007992224607920572
Albania,433.0,23.0,197.0,2020-04-11,2877797.0,0.015046231544476556,0.0007992224607920572
Albania,446.0,23.0,217.0,2020-04-12,2877797.0,0.015497965978837284,0.0007992224607920572
Albania,467.0,23.0,232.0,2020-04-13,2877797.0,0.016227690834343077,0.0007992224607920572
Albania,475.0,24.0,248.0,2020-04-14,2877797.0,0.01650568125548814,0.0008339712634351902
Albania,494.0,25.0,251.0,2020-04-15,2877797.0,0.017165908505707664,0.0008687200660783231
Albania,518.0,26.0,277.0,2020-04-16,2877797.0,0.017999879769142853,0.000903468868721456
Albania,539.0,26.0,283.0,2020-04-17,2877797.0,0.018729604624648646,0.000903468868721456
Albania,548.0,26.0,302.0,2020-04-18,2877797.0,0.01904234384843684,0.000903468868721456
Albania,562.0,26.0,314.0,2020-04-19,2877797.0,0.0195288270854407,0.000903468868721456
Albania,584.0,26.0,327.0,2020-04-20,2877797.0,0.020293300743589628,0.000903468868721456
Albania,609.0,26.0,345.0,2020-04-21,2877797.0,0.02116202080966795,0.000903468868721456
Algeria,1.0,0.0,0.0,2020-02-25,43851044.0,2.2804474164856826e-06,0.0
Algeria,1.0,0.0,0.0,2020-02-26,43851044.0,2.2804474164856826e-06,0.0
Algeria,1.0,0.0,0.0,2020-02-27,43851044.0,2.2804474164856826e-06,0.0
Algeria,1.0,0.0,0.0,2020-02-28,43851044.0,2.2804474164856826e-06,0.0
Algeria,1.0,0.0,0.0,2020-02-29,43851044.0,2.2804474164856826e-06,0.0
Algeria,1.0,0.0,0.0,2020-03-01,43851044.0,2.2804474164856826e-06,0.0
Algeria,3.0,0.0,0.0,2020-03-02,43851044.0,6.841342249457048e-06,0.0
Algeria,5.0,0.0,0.0,2020-03-03,43851044.0,1.1402237082428414e-05,0.0
Algeria,12.0,0.0,0.0,2020-03-04,43851044.0,2.7365368997828193e-05,0.0
Algeria,12.0,0.0,0.0,2020-03-05,43851044.0,2.7365368997828193e-05,0.0
Algeria,17.0,0.0,0.0,2020-03-06,43851044.0,3.876760608025661e-05,0.0
Algeria,17.0,0.0,0.0,2020-03-07,43851044.0,3.876760608025661e-05,0.0
Algeria,19.0,0.0,0.0,2020-03-08,43851044.0,4.332850091322797e-05,0.0
Algeria,20.0,0.0,0.0,2020-03-09,43851044.0,4.5608948329713654e-05,0.0
Algeria,20.0,0.0,0.0,2020-03-10,43851044.0,4.5608948329713654e-05,0.0
Algeria,20.0,0.0,0.0,2020-03-11,43851044.0,4.5608948329713654e-05,0.0
Algeria,24.0,1.0,8.0,2020-03-12,43851044.0,5.4730737995656386e-05,2.2804474164856826e-06
Algeria,26.0,2.0,8.0,2020-03-13,43851044.0,5.929163282862775e-05,4.560894832971365e-06
Algeria,37.0,3.0,12.0,2020-03-14,43851044.0,8.437655440997026e-05,6.841342249457048e-06
Algeria,48.0,4.0,12.0,2020-03-15,43851044.0,0.00010946147599131277,9.12178966594273e-06
Algeria,54.0,4.0,12.0,2020-03-16,43851044.0,0.00012314416049022687,9.12178966594273e-06
Algeria,60.0,4.0,12.0,2020-03-17,43851044.0,0.00013682684498914096,9.12178966594273e-06
Algeria,74.0,7.0,12.0,2020-03-18,43851044.0,0.00016875310881994053,1.596313191539978e-05
Algeria,87.0,9.0,32.0,2020-03-19,43851044.0,0.0001983989252342544,2.0524026748371146e-05
Algeria,90.0,11.0,32.0,2020-03-20,43851044.0,0.00020524026748371146,2.5084921581342512e-05
Algeria,139.0,15.0,32.0,2020-03-21,43851044.0,0.0003169821908915099,3.420671124728524e-05
Algeria,201.0,17.0,65.0,2020-03-22,43851044.0,0.00045836993071362225,3.876760608025661e-05
Algeria,230.0,17.0,65.0,2020-03-23,43851044.0,0.000524502905791707,3.876760608025661e-05
Algeria,264.0,19.0,24.0,2020-03-24,43851044.0,0.0006020381179522202,4.332850091322797e-05
Algeria,302.0,21.0,65.0,2020-03-25,43851044.0,0.0006886951197786761,4.7889395746199335e-05
Algeria,367.0,25.0,29.0,2020-03-26,43851044.0,0.0008369242018502456,5.701118541214207e-05
Algeria,409.0,26.0,29.0,2020-03-27,43851044.0,0.0009327029933426442,5.929163282862775e-05
Algeria,454.0,29.0,31.0,2020-03-28,43851044.0,0.0010353231270845,6.61329750780848e-05
Algeria,511.0,31.0,31.0,2020-03-29,43851044.0,0.0011653086298241838,7.069386991105616e-05
Algeria,584.0,35.0,37.0,2020-03-30,43851044.0,0.0013317812912276388,7.98156595769989e-05
Algeria,716.0,44.0,46.0,2020-03-31,43851044.0,0.0016328003502037488,0.00010033968632537005
Algeria,847.0,58.0,61.0,2020-04-01,43851044.0,0.0019315389617633734,0.0001322659501561696
Algeria,986.0,86.0,61.0,2020-04-02,43851044.0,0.0022485211526548834,0.0001961184778177687
Algeria,1171.0,105.0,62.0,2020-04-03,43851044.0,0.0026704039247047347,0.00023944697873099668
Algeria,1251.0,130.0,90.0,2020-04-04,43851044.0,0.002852839718023589,0.00029645816414313874
Algeria,1320.0,152.0,90.0,2020-04-05,43851044.0,0.0030101905897611013,0.0003466280073058238
Algeria,1423.0,173.0,90.0,2020-04-06,43851044.0,0.0032450766736591267,0.0003945174030520231
Algeria,1468.0,193.0,113.0,2020-04-07,43851044.0,0.0033476968074009823,0.0004401263513817368
Algeria,1572.0,205.0,237.0,2020-04-08,43851044.0,0.0035848633387154934,0.000467491720379565
Algeria,1666.0,235.0,347.0,2020-04-09,43851044.0,0.0037992253958651473,0.0005359051428741354
Algeria,1761.0,256.0,405.0,2020-04-10,43851044.0,0.004015867900431287,0.0005837945386203347
Algeria,1825.0,275.0,460.0,2020-04-11,43851044.0,0.004161816535086371,0.0006271230395335628
Algeria,1914.0,293.0,591.0,2020-04-12,43851044.0,0.0043647763551535965,0.0006681710930303051
Algeria,1983.0,313.0,601.0,2020-04-13,43851044.0,0.004522127226891109,0.0007137800413600187
Algeria,2070.0,326.0,691.0,2020-04-14,43851044.0,0.004720526152125364,0.0007434258577743326
Algeria,2160.0,336.0,708.0,2020-04-15,43851044.0,0.004925766419609075,0.0007662303319391894
Algeria,2268.0,348.0,783.0,2020-04-16,43851044.0,0.005172054740589529,0.0007935957009370177
Algeria,2418.0,364.0,846.0,2020-04-17,43851044.0,0.005514121853062381,0.0008300828596007886
Algeria,2534.0,367.0,894.0,2020-04-18,43851044.0,0.00577865375337472,0.0008369242018502456
Algeria,2629.0,375.0,1047.0,2020-04-19,43851044.0,0.00599529625794086,0.000855167781182131
Algeria,2718.0,384.0,1099.0,2020-04-20,43851044.0,0.006198256078008085,0.0008756918079305022
Algeria,2811.0,392.0,1152.0,2020-04-21,43851044.0,0.006410337687741254,0.0008939353872623876
Andorra,1.0,0.0,0.0,2020-03-02,77265.0,0.0012942470717660001,0.0
Andorra,1.0,0.0,0.0,2020-03-03,77265.0,0.0012942470717660001,0.0
Andorra,1.0,0.0,0.0,2020-03-04,77265.0,0.0012942470717660001,0.0
Andorra,1.0,0.0,0.0,2020-03-05,77265.0,0.0012942470717660001,0.0
Andorra,1.0,0.0,0.0,2020-03-06,77265.0,0.0012942470717660001,0.0
Andorra,1.0,0.0,0.0,2020-03-07,77265.0,0.0012942470717660001,0.0
Andorra,1.0,0.0,0.0,2020-03-08,77265.0,0.0012942470717660001,0.0
Andorra,1.0,0.0,0.0,2020-03-09,77265.0,0.0012942470717660001,0.0
Andorra,1.0,0.0,0.0,2020-03-10,77265.0,0.0012942470717660001,0.0
Andorra,1.0,0.0,0.0,2020-03-11,77265.0,0.0012942470717660001,0.0
Andorra,1.0,0.0,1.0,2020-03-12,77265.0,0.0012942470717660001,0.0
Andorra,1.0,0.0,0.0,2020-03-13,77265.0,0.0012942470717660001,0.0
Andorra,1.0,0.0,1.0,2020-03-14,77265.0,0.0012942470717660001,0.0
Andorra,1.0,0.0,1.0,2020-03-15,77265.0,0.0012942470717660001,0.0
Andorra,2.0,0.0,1.0,2020-03-16,77265.0,0.0025884941435320003,0.0
Andorra,39.0,0.0,1.0,2020-03-17,77265.0,0.050475635798874006,0.0
Andorra,39.0,0.0,1.0,2020-03-18,77265.0,0.050475635798874006,0.0
Andorra,53.0,0.0,1.0,2020-03-19,77265.0,0.068595094803598,0.0
Andorra,75.0,0.0,1.0,2020-03-20,77265.0,0.09706853038245002,0.0
Andorra,88.0,0.0,1.0,2020-03-21,77265.0,0.11389374231540801,0.0
Andorra,113.0,1.0,1.0,2020-03-22,77265.0,0.146249919109558,0.0012942470717660001
Andorra,133.0,1.0,1.0,2020-03-23,77265.0,0.172134860544878,0.0012942470717660001
Andorra,164.0,1.0,1.0,2020-03-24,77265.0,0.212256519769624,0.0012942470717660001
Andorra,188.0,1.0,1.0,2020-03-25,77265.0,0.24331844949200804,0.0012942470717660001
Andorra,224.0,3.0,1.0,2020-03-26,77265.0,0.28991134407558405,0.0038827412152980002
Andorra,267.0,3.0,1.0,2020-03-27,77265.0,0.345563968161522,0.0038827412152980002
Andorra,308.0,3.0,1.0,2020-03-28,77265.0,0.398628098103928,0.0038827412152980002
Andorra,334.0,6.0,1.0,2020-03-29,77265.0,0.43227852196984407,0.0077654824305960005
Andorra,370.0,8.0,10.0,2020-03-30,77265.0,0.47887141655342,0.010353976574128001
Andorra,376.0,12.0,10.0,2020-03-31,77265.0,0.4866368989840161,0.015530964861192001
Andorra,390.0,14.0,10.0,2020-04-01,77265.0,0.5047563579887401,0.018119459004724003
Andorra,428.0,15.0,10.0,2020-04-02,77265.0,0.5539377467158481,0.01941370607649
Andorra,439.0,16.0,16.0,2020-04-03,77265.0,0.5681744645052741,0.020707953148256002
Andorra,466.0,17.0,21.0,2020-04-04,77265.0,0.603119135442956,0.022002200220022004
Andorra,501.0,18.0,26.0,2020-04-05,77265.0,0.648417782954766,0.023296447291788
Andorra,525.0,21.0,31.0,2020-04-06,77265.0,0.67947971267715,0.027179188507086
Andorra,545.0,22.0,39.0,2020-04-07,77265.0,0.7053646541124701,0.028473435578852003
Andorra,564.0,23.0,52.0,2020-04-08,77265.0,0.7299553484760241,0.029767682650618004
Andorra,583.0,25.0,58.0,2020-04-09,77265.0,0.754546042839578,0.03235617679415
Andorra,601.0,26.0,71.0,2020-04-10,77265.0,0.7778424901313661,0.033650423865916004
Andorra,601.0,26.0,71.0,2020-04-11,77265.0,0.7778424901313661,0.033650423865916004
Andorra,638.0,29.0,128.0,2020-04-12,77265.0,0.8257296317867081,0.037533165081214
Andorra,646.0,29.0,128.0,2020-04-13,77265.0,0.8360836083608361,0.037533165081214
Andorra,659.0,31.0,128.0,2020-04-14,77265.0,0.8529088202937941,0.040121659224746004
Andorra,673.0,33.0,169.0,2020-04-15,77265.0,0.8710282792985181,0.042710153368278006
Andorra,673.0,33.0,169.0,2020-04-16,77265.0,0.8710282792985181,0.042710153368278006
Andorra,696.0,35.0,191.0,2020-04-17,77265.0,0.9007959619491361,0.04529864751181
Andorra,704.0,35.0,205.0,2020-04-18,77265.0,0.9111499385232641,0.04529864751181
Andorra,713.0,36.0,235.0,2020-04-19,77265.0,0.9227981621691581,0.046592894583576
Andorra,717.0,37.0,248.0,2020-04-20,77265.0,0.9279751504562221,0.047887141655342004
Andorra,717.0,37.0,282.0,2020-04-21,77265.0,0.9279751504562221,0.047887141655342004
Angola,1.0,0.0,0.0,2020-03-20,32866272.0,3.0426328851656797e-06,0.0
Angola,2.0,0.0,0.0,2020-03-21,32866272.0,6.085265770331359e-06,0.0
Angola,2.0,0.0,0.0,2020-03-22,32866272.0,6.085265770331359e-06,0.0
Angola,3.0,0.0,0.0,2020-03-23,32866272.0,9.12789865549704e-06,0.0
Angola,3.0,0.0,0.0,2020-03-24,32866272.0,9.12789865549704e-06,0.0
Angola,3.0,0.0,0.0,2020-03-25,32866272.0,9.12789865549704e-06,0.0
Angola,4.0,0.0,0.0,2020-03-26,32866272.0,1.2170531540662719e-05,0.0
Angola,4.0,0.0,0.0,2020-03-27,32866272.0,1.2170531540662719e-05,0.0
Angola,5.0,0.0,0.0,2020-03-28,32866272.0,1.52131644258284e-05,0.0
Angola,7.0,2.0,0.0,2020-03-29,32866272.0,2.129843019615976e-05,6.085265770331359e-06
Angola,7.0,2.0,0.0,2020-03-30,32866272.0,2.129843019615976e-05,6.085265770331359e-06
Angola,7.0,2.0,1.0,2020-03-31,32866272.0,2.129843019615976e-05,6.085265770331359e-06
Angola,8.0,2.0,1.0,2020-04-01,32866272.0,2.4341063081325438e-05,6.085265770331359e-06
Angola,8.0,2.0,1.0,2020-04-02,32866272.0,2.4341063081325438e-05,6.085265770331359e-06
Angola,8.0,2.0,1.0,2020-04-03,32866272.0,2.4341063081325438e-05,6.085265770331359e-06
Angola,10.0,2.0,2.0,2020-04-04,32866272.0,3.04263288516568e-05,6.085265770331359e-06
Angola,14.0,2.0,2.0,2020-04-05,32866272.0,4.259686039231952e-05,6.085265770331359e-06
Angola,16.0,2.0,2.0,2020-04-06,32866272.0,4.8682126162650875e-05,6.085265770331359e-06
Angola,17.0,2.0,2.0,2020-04-07,32866272.0,5.172475904781656e-05,6.085265770331359e-06
Angola,19.0,2.0,2.0,2020-04-08,32866272.0,5.781002481814792e-05,6.085265770331359e-06
Angola,19.0,2.0,2.0,2020-04-09,32866272.0,5.781002481814792e-05,6.085265770331359e-06
Angola,19.0,2.0,2.0,2020-04-10,32866272.0,5.781002481814792e-05,6.085265770331359e-06
Angola,19.0,2.0,4.0,2020-04-11,32866272.0,5.781002481814792e-05,6.085265770331359e-06
Angola,19.0,2.0,4.0,2020-04-12,32866272.0,5.781002481814792e-05,6.085265770331359e-06
Angola,19.0,2.0,4.0,2020-04-13,32866272.0,5.781002481814792e-05,6.085265770331359e-06
Angola,19.0,2.0,5.0,2020-04-14,32866272.0,5.781002481814792e-05,6.085265770331359e-06
Angola,19.0,2.0,5.0,2020-04-15,32866272.0,5.781002481814792e-05,6.085265770331359e-06
Angola,19.0,2.0,5.0,2020-04-16,32866272.0,5.781002481814792e-05,6.085265770331359e-06
Angola,19.0,2.0,5.0,2020-04-17,32866272.0,5.781002481814792e-05,6.085265770331359e-06
Angola,24.0,2.0,6.0,2020-04-18,32866272.0,7.302318924397632e-05,6.085265770331359e-06
Angola,24.0,2.0,6.0,2020-04-19,32866272.0,7.302318924397632e-05,6.085265770331359e-06
Angola,24.0,2.0,6.0,2020-04-20,32866272.0,7.302318924397632e-05,6.085265770331359e-06
Angola,24.0,2.0,6.0,2020-04-21,32866272.0,7.302318924397632e-05,6.085265770331359e-06
Antigua and Barbuda,1.0,0.0,0.0,2020-03-13,97929.0,0.0010211479745529924,0.0
Antigua and Barbuda,1.0,0.0,0.0,2020-03-14,97929.0,0.0010211479745529924,0.0
Antigua and Barbuda,1.0,0.0,0.0,2020-03-15,97929.0,0.0010211479745529924,0.0
Antigua and Barbuda,1.0,0.0,0.0,2020-03-16,97929.0,0.0010211479745529924,0.0
Antigua and Barbuda,1.0,0.0,0.0,2020-03-17,97929.0,0.0010211479745529924,0.0
Antigua and Barbuda,1.0,0.0,0.0,2020-03-18,97929.0,0.0010211479745529924,0.0
Antigua and Barbuda,1.0,0.0,0.0,2020-03-19,97929.0,0.0010211479745529924,0.0
Antigua and Barbuda,1.0,0.0,0.0,2020-03-20,97929.0,0.0010211479745529924,0.0
Antigua and Barbuda,1.0,0.0,0.0,2020-03-21,97929.0,0.0010211479745529924,0.0
Antigua and Barbuda,1.0,0.0,0.0,2020-03-22,97929.0,0.0010211479745529924,0.0
Antigua and Barbuda,3.0,0.0,0.0,2020-03-23,97929.0,0.0030634439236589773,0.0
Antigua and Barbuda,3.0,0.0,0.0,2020-03-24,97929.0,0.0030634439236589773,0.0
Antigua and Barbuda,3.0,0.0,0.0,2020-03-25,97929.0,0.0030634439236589773,0.0
Antigua and Barbuda,7.0,0.0,0.0,2020-03-26,97929.0,0.007148035821870948,0.0
Antigua and Barbuda,7.0,0.0,0.0,2020-03-27,97929.0,0.007148035821870948,0.0
Antigua and Barbuda,7.0,0.0,0.0,2020-03-28,97929.0,0.007148035821870948,0.0
Antigua and Barbuda,7.0,0.0,0.0,2020-03-29,97929.0,0.007148035821870948,0.0
Antigua and Barbuda,7.0,0.0,0.0,2020-03-30,97929.0,0.007148035821870948,0.0
Antigua and Barbuda,7.0,0.0,0.0,2020-03-31,97929.0,0.007148035821870948,0.0
Antigua and Barbuda,7.0,0.0,0.0,2020-04-01,97929.0,0.007148035821870948,0.0
Antigua and Barbuda,9.0,0.0,0.0,2020-04-02,97929.0,0.009190331770976933,0.0
Antigua and Barbuda,15.0,0.0,0.0,2020-04-03,97929.0,0.015317219618294887,0.0
Antigua and Barbuda,15.0,0.0,0.0,2020-04-04,97929.0,0.015317219618294887,0.0
Antigua and Barbuda,15.0,0.0,0.0,2020-04-05,97929.0,0.015317219618294887,0.0
Antigua and Barbuda,15.0,0.0,0.0,2020-04-06,97929.0,0.015317219618294887,0.0
Antigua and Barbuda,19.0,1.0,0.0,2020-04-07,97929.0,0.019401811516506856,0.0010211479745529924
Antigua and Barbuda,19.0,2.0,0.0,2020-04-08,97929.0,0.019401811516506856,0.0020422959491059847
Antigua and Barbuda,19.0,2.0,0.0,2020-04-09,97929.0,0.019401811516506856,0.0020422959491059847
Antigua and Barbuda,19.0,2.0,0.0,2020-04-10,97929.0,0.019401811516506856,0.0020422959491059847
Antigua and Barbuda,21.0,2.0,0.0,2020-04-11,97929.0,0.02144410746561284,0.0020422959491059847
Antigua and Barbuda,21.0,2.0,0.0,2020-04-12,97929.0,0.02144410746561284,0.0020422959491059847
Antigua and Barbuda,23.0,2.0,0.0,2020-04-13,97929.0,0.023486403414718828,0.0020422959491059847
Antigua and Barbuda,23.0,2.0,3.0,2020-04-14,97929.0,0.023486403414718828,0.0020422959491059847
Antigua and Barbuda,23.0,2.0,3.0,2020-04-15,97929.0,0.023486403414718828,0.0020422959491059847
Antigua and Barbuda,23.0,3.0,3.0,2020-04-16,97929.0,0.023486403414718828,0.0030634439236589773
Antigua and Barbuda,23.0,3.0,3.0,2020-04-17,97929.0,0.023486403414718828,0.0030634439236589773
Antigua and Barbuda,23.0,3.0,3.0,2020-04-18,97929.0,0.023486403414718828,0.0030634439236589773
Antigua and Barbuda,23.0,3.0,3.0,2020-04-19,97929.0,0.023486403414718828,0.0030634439236589773
Antigua and Barbuda,23.0,3.0,3.0,2020-04-20,97929.0,0.023486403414718828,0.0030634439236589773
Antigua and Barbuda,23.0,3.0,7.0,2020-04-21,97929.0,0.023486403414718828,0.0030634439236589773
Argentina,1.0,0.0,0.0,2020-03-03,45195774.0,2.2125962484899583e-06,0.0
Argentina,1.0,0.0,0.0,2020-03-04,45195774.0,2.2125962484899583e-06,0.0
Argentina,1.0,0.0,0.0,2020-03-05,45195774.0,2.2125962484899583e-06,0.0
